# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:16:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter   Description
#    01   00065     Gage height, feet
#    02   00060     Discharge, cubic feet per second
#    03   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#    07   00011     Temperature, water, degrees Fahrenheit
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00065	01_00065_cd	02_00060	02_00060_cd	03_00055	03_00055_cd	06_00010	06_00010_cd	07_00011	07_00011_cd
USGS	01103010	2015-10-17 03:30	EDT	-0.71	P	-67	P	-0.33	P	15.1	P	59.0	P
USGS	01103010	2015-10-17 03:45	EDT	-0.71	P	-67	P	-0.33	P	15.1	P	58.9	P
USGS	01103010	2015-10-17 04:00	EDT	-0.71	P	53	P	0.26	P	15.1	P	58.9	P
USGS	01103010	2015-10-17 04:15	EDT	-0.71	P	-7.0	P	-0.03	P	15.1	P	58.8	P
USGS	01103010	2015-10-17 04:30	EDT	-0.70	P	83	P	0.41	P	15.0	P	58.8	P
USGS	01103010	2015-10-17 04:45	EDT	-0.70	P	-52	P	-0.26	P	15.0	P	58.8	P
USGS	01103010	2015-10-17 05:00	EDT	-0.70	P	-67	P	-0.33	P	14.9	P	58.7	P
USGS	01103010	2015-10-17 05:15	EDT	-0.69	P	-7.0	P	-0.03	P	14.9	P	58.7	P
USGS	01103010	2015-10-17 05:30	EDT	-0.70	P	-22	P	-0.11	P	14.9	P	58.6	P
USGS	01103010	2015-10-17 05:45	EDT	-0.70	P	38	P	0.19	P	14.8	P	58.5	P
USGS	01103010	2015-10-17 06:00	EDT	-0.69	P	-67	P	-0.33	P	14.8	P	58.5	P
USGS	01103010	2015-10-17 06:15	EDT	-0.69	P	38	P	0.19	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 06:30	EDT	-0.69	P	-52	P	-0.26	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 06:45	EDT	-0.69	P	23	P	0.11	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 07:00	EDT	-0.69	P	-82	P	-0.40	P	14.8	P	58.3	P
USGS	01103010	2015-10-17 07:15	EDT	-0.69	P	-67	P	-0.33	P	14.6	P	58.2	P
USGS	01103010	2015-10-17 07:30	EDT	-0.69	P	-127	P	-0.62	P	14.7	P	58.2	P
USGS	01103010	2015-10-17 07:45	EDT	-0.70	P	-52	P	-0.26	P	14.6	P	58.1	P
USGS	01103010	2015-10-17 08:00	EDT	-0.70	P	23	P	0.11	P	14.6	P	58.0	P
USGS	01103010	2015-10-17 08:15	EDT	-0.71	P	38	P	0.19	P	14.6	P	58.0	P
USGS	01103010	2015-10-17 08:30	EDT	-0.71	P	53	P	0.26	P	14.5	P	58.0	P
USGS	01103010	2015-10-17 08:45	EDT	-0.71	P	-52	P	-0.26	P	14.5	P	58.0	P
USGS	01103010	2015-10-17 09:00	EDT	-0.72	P	-141	P	-0.70	P	14.6	P	58.1	P
USGS	01103010	2015-10-17 09:15	EDT	-0.73	P	-81	P	-0.40	P	14.6	P	58.0	P
USGS	01103010	2015-10-17 09:30	EDT	-0.72	P	-52	P	-0.26	P	14.6	P	58.1	P
USGS	01103010	2015-10-17 09:45	EDT	-0.73	P	52	P	0.26	P	14.6	P	58.2	P
USGS	01103010	2015-10-17 10:00	EDT	-0.72	P	-7.0	P	-0.03	P	14.7	P	58.2	P
USGS	01103010	2015-10-17 10:15	EDT	-0.72	P	-111	P	-0.55	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 10:30	EDT	-0.73	P	-81	P	-0.40	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 10:45	EDT	-0.73	P	-22	P	-0.11	P	14.9	P	58.5	P
USGS	01103010	2015-10-17 11:00	EDT	-0.74	P	-66	P	-0.33	P	14.9	P	58.6	P
USGS	01103010	2015-10-17 11:15	EDT	-0.75	P	82	P	0.41	P	15.0	P	58.7	P
USGS	01103010	2015-10-17 11:30	EDT	-0.75	P	-81	P	-0.40	P	15.2	P	59.0	P
USGS	01103010	2015-10-17 11:45	EDT	-0.73	P	-22	P	-0.11	P	15.4	P	59.1	P
USGS	01103010	2015-10-17 12:00	EDT	-0.72	P	-7.0	P	-0.03	P	15.5	P	59.3	P
USGS	01103010	2015-10-17 12:15	EDT	-0.73	P	-7.0	P	-0.03	P	15.5	P	59.2	P
USGS	01103010	2015-10-17 12:30	EDT	-0.73	P	-81	P	-0.40	P	15.3	P	59.1	P
USGS	01103010	2015-10-17 12:45	EDT	-0.73	P	-66	P	-0.33	P	15.3	P	59.1	P
USGS	01103010	2015-10-17 13:00	EDT	-0.72	P	-96	P	-0.48	P	15.3	P	59.2	P
USGS	01103010	2015-10-17 13:15	EDT	-0.73	P	-66	P	-0.33	P	15.4	P	59.2	P
USGS	01103010	2015-10-17 13:30	EDT	-0.73	P	-51	P	-0.26	P	15.4	P	59.3	P
USGS	01103010	2015-10-17 13:45	EDT	-0.72	P	-7.0	P	-0.03	P	15.4	P	59.4	P
USGS	01103010	2015-10-17 14:00	EDT	-0.73	P	-111	P	-0.55	P	15.4	P	59.3	P
USGS	01103010	2015-10-17 14:15	EDT	-0.72	P	-111	P	-0.55	P	15.4	P	59.3	P
USGS	01103010	2015-10-17 14:30	EDT	-0.70	P	-112	P	-0.55	P	15.5	P	59.4	P
USGS	01103010	2015-10-17 14:45	EDT	-0.71	P	-67	P	-0.33	P	15.4	P	59.4	P
USGS	01103010	2015-10-17 15:00	EDT	-0.69	P	7.9	P	0.04	P	15.6	P	59.4	P
USGS	01103010	2015-10-17 15:15	EDT	-0.69	P	-67	P	-0.33	P	15.6	P	59.5	P
USGS	01103010	2015-10-17 15:30	EDT	-0.70	P	-22	P	-0.11	P	15.6	P	59.6	P
USGS	01103010	2015-10-17 15:45	EDT	-0.69	P	83	P	0.41	P	15.6	P	59.6	P
USGS	01103010	2015-10-17 16:00	EDT	-0.68	P	53	P	0.26	P	15.6	P	59.5	P
USGS	01103010	2015-10-17 16:15	EDT	-0.67	P	23	P	0.11	P	15.5	P	59.5	P
USGS	01103010	2015-10-17 16:30	EDT	-0.67	P	-7.1	P	-0.03	P	15.6	P	59.6	P
USGS	01103010	2015-10-17 16:45	EDT	-0.67	P	-112	P	-0.55	P	15.6	P	59.6	P
USGS	01103010	2015-10-17 17:00	EDT	-0.67	P	-52	P	-0.26	P	15.4	P	59.6	P
USGS	01103010	2015-10-17 17:15	EDT	-0.67	P	-112	P	-0.55	P	15.4	P	59.6	P
USGS	01103010	2015-10-17 17:30	EDT	-0.66	P	-82	P	-0.40	P	15.4	P	59.6	P
USGS	01103010	2015-10-17 17:45	EDT	-0.66	P	-52	P	-0.26	P	15.4	P	59.5	P
USGS	01103010	2015-10-17 18:00	EDT	-0.66	P	-188	P	-0.92	P	15.4	P	59.4	P
USGS	01103010	2015-10-17 18:15	EDT	-0.65	P	-7.1	P	-0.03	P	15.4	P	59.4	P
USGS	01103010	2015-10-17 18:30	EDT	-0.65	P	-7.1	P	-0.03	P	15.3	P	59.3	P
USGS	01103010	2015-10-17 18:45	EDT	-0.65	P	-7.1	P	-0.03	P	15.3	P	59.2	P
USGS	01103010	2015-10-17 19:00	EDT	-0.65	P	-52	P	-0.26	P	15.2	P	59.2	P
USGS	01103010	2015-10-17 19:15	EDT	-0.65	P	-7.1	P	-0.03	P	15.2	P	59.1	P
USGS	01103010	2015-10-17 19:30	EDT	-0.64	P	-113	P	-0.55	P	15.1	P	59.0	P
USGS	01103010	2015-10-17 19:45	EDT	-0.64	P	129	P	0.63	P	15.1	P	59.0	P
USGS	01103010	2015-10-17 20:00	EDT	-0.66	P	8.0	P	0.04	P	15.1	P	58.9	P
USGS	01103010	2015-10-17 20:15	EDT	-0.66	P	-52	P	-0.26	P	15.0	P	58.9	P
USGS	01103010	2015-10-17 20:30	EDT	-0.66	P	98	P	0.48	P	15.0	P	58.8	P
USGS	01103010	2015-10-17 20:45	EDT	-0.67	P	-142	P	-0.70	P	14.9	P	58.8	P
USGS	01103010	2015-10-17 21:00	EDT	-0.67	P	38	P	0.19	P	14.9	P	58.7	P
USGS	01103010	2015-10-17 21:15	EDT	-0.68	P	23	P	0.11	P	14.9	P	58.8	P
USGS	01103010	2015-10-17 21:30	EDT	-0.69	P	68	P	0.33	P	14.9	P	58.9	P
USGS	01103010	2015-10-17 21:45	EDT	-0.69	P	38	P	0.19	P	14.9	P	58.9	P
USGS	01103010	2015-10-17 22:00	EDT	-0.70	P	23	P	0.11	P	14.9	P	58.8	P
USGS	01103010	2015-10-17 22:15	EDT	-0.71	P	38	P	0.19	P	14.9	P	58.7	P
USGS	01103010	2015-10-17 22:30	EDT	-0.71	P	-126	P	-0.62	P	14.8	P	58.7	P
USGS	01103010	2015-10-17 22:45	EDT	-0.71	P	-7.0	P	-0.03	P	14.8	P	58.6	P
USGS	01103010	2015-10-17 23:00	EDT	-0.72	P	7.9	P	0.04	P	14.8	P	58.5	P
USGS	01103010	2015-10-17 23:15	EDT	-0.72	P	-66	P	-0.33	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 23:30	EDT	-0.73	P	-126	P	-0.62	P	14.8	P	58.4	P
USGS	01103010	2015-10-17 23:45	EDT	-0.72	P	-96	P	-0.48	P	14.8	P	58.4	P
USGS	01103010	2015-10-18 00:00	EDT	-0.73	P	-96	P	-0.48	P	14.8	P	58.3	P
USGS	01103010	2015-10-18 00:15	EDT	-0.73	P	-37	P	-0.18	P	14.7	P	58.2	P
USGS	01103010	2015-10-18 00:30	EDT	-0.73	P	-66	P	-0.33	P	14.6	P	58.3	P
USGS	01103010	2015-10-18 00:45	EDT	-0.73	P	7.9	P	0.04	P	14.7	P	58.2	P
USGS	01103010	2015-10-18 01:00	EDT	-0.73	P	38	P	0.19	P	14.6	P	58.2	P
USGS	01103010	2015-10-18 01:15	EDT	-0.73	P	23	P	0.11	P	14.6	P	58.1	P
USGS	01103010	2015-10-18 01:30	EDT	-0.73	P	23	P	0.11	P	14.6	P	58.0	P
USGS	01103010	2015-10-18 01:45	EDT	-0.73	P	-7.0	P	-0.03	P	14.5	P	58.0	P
USGS	01103010	2015-10-18 02:00	EDT	-0.72	P	-66	P	-0.33	P	14.5	P	57.9	P
USGS	01103010	2015-10-18 02:15	EDT	-0.72	P	-66	P	-0.33	P	14.4	P	57.8	P
USGS	01103010	2015-10-18 02:30	EDT	-0.72	P	-7.0	P	-0.03	P	14.5	P	57.8	P
USGS	01103010	2015-10-18 02:45	EDT	-0.72	P	-7.0	P	-0.03	P	14.6	P	57.9	P
USGS	01103010	2015-10-18 03:00	EDT	-0.72	P	-52	P	-0.26	P	14.5	P	57.9	P
USGS	01103010	2015-10-18 03:15	EDT	-0.71	P	53	P	0.26	P	14.5	P	57.9	P
USGS	01103010	2015-10-18 03:30	EDT	-0.71	P	68	P	0.33	P	14.5	P	57.9	P
USGS	01103010	2015-10-18 03:45	EDT	-0.71	P	-82	P	-0.40	P	14.4	P	57.8	P
USGS	01103010	2015-10-18 04:00	EDT	-0.71	P	-67	P	-0.33	P	14.4	P	57.8	P
USGS	01103010	2015-10-18 04:15	EDT	-0.70	P	-7.0	P	-0.03	P	14.4	P	57.7	P
USGS	01103010	2015-10-18 04:30	EDT	-0.70	P	98	P	0.48	P	14.3	P	57.6	P
USGS	01103010	2015-10-18 04:45	EDT	-0.70	P	-52	P	-0.26	P	14.3	P	57.5	P
USGS	01103010	2015-10-18 05:00	EDT	-0.70	P	-7.0	P	-0.03	P	14.2	P	57.4	P
USGS	01103010	2015-10-18 05:15	EDT	-0.70	P	-67	P	-0.33	P	14.2	P	57.2	P
USGS	01103010	2015-10-18 05:30	EDT	-0.69	P	-52	P	-0.26	P	14.1	P	57.1	P
USGS	01103010	2015-10-18 05:45	EDT	-0.69	P	23	P	0.11	P	14.0	P	57.1	P
USGS	01103010	2015-10-18 06:00	EDT	-0.69	P	68	P	0.33	P	14.0	P	57.0	P
USGS	01103010	2015-10-18 06:15	EDT	-0.69	P	-7.0	P	-0.03	P	13.9	P	56.9	P
USGS	01103010	2015-10-18 06:30	EDT	-0.69	P	38	P	0.19	P	13.9	P	56.9	P
USGS	01103010	2015-10-18 06:45	EDT	-0.69	P	-7.0	P	-0.03	P	13.9	P	56.8	P
USGS	01103010	2015-10-18 07:00	EDT	-0.69	P	23	P	0.11	P	13.8	P	56.7	P
USGS	01103010	2015-10-18 07:15	EDT	-0.68	P	-82	P	-0.40	P	13.8	P	56.6	P
USGS	01103010	2015-10-18 07:30	EDT	-0.69	P	23	P	0.11	P	13.8	P	56.6	P
USGS	01103010	2015-10-18 07:45	EDT	-0.69	P	-187	P	-0.92	P	13.7	P	56.4	P
USGS	01103010	2015-10-18 08:00	EDT	-0.69	P	53	P	0.26	P	13.6	P	56.3	P
USGS	01103010	2015-10-18 08:15	EDT	-0.69	P	-7.0	P	-0.03	P	13.7	P	56.4	P
USGS	01103010	2015-10-18 08:30	EDT	-0.70	P	-82	P	-0.40	P	13.5	P	56.1	P
USGS	01103010	2015-10-18 08:45	EDT	-0.71	P	7.9	P	0.04	P	13.3	P	55.9	P
USGS	01103010	2015-10-18 09:00	EDT	-0.72	P	23	P	0.11	P	13.2	P	55.8	P
USGS	01103010	2015-10-18 09:15	EDT	-0.72	P	-52	P	-0.26	P	13.1	P	55.7	P
USGS	01103010	2015-10-18 09:30	EDT	-0.73	P	38	P	0.19	P	13.1	P	55.7	P
USGS	01103010	2015-10-18 09:45	EDT	-0.74	P	23	P	0.11	P	13.1	P	55.7	P
USGS	01103010	2015-10-18 10:00	EDT	-0.74	P	-7.0	P	-0.03	P	13.3	P	56.0	P
USGS	01103010	2015-10-18 10:15	EDT	-0.75	P	7.8	P	0.04	P	13.6	P	56.4	P
USGS	01103010	2015-10-18 10:30	EDT	-0.75	P	23	P	0.11	P	13.7	P	56.7	P
USGS	01103010	2015-10-18 10:45	EDT	-0.75	P	7.8	P	0.04	P	13.9	P	57.0	P
USGS	01103010	2015-10-18 11:00	EDT	-0.76	P	-6.9	P	-0.03	P	14.0	P	57.2	P
USGS	01103010	2015-10-18 11:15	EDT	-0.77	P	155	P	0.78	P	14.1	P	57.4	P
USGS	01103010	2015-10-18 11:30	EDT	-0.77	P	-6.9	P	-0.03	P	14.1	P	57.6	P
USGS	01103010	2015-10-18 11:45	EDT	-0.78	P	154	P	0.78	P	14.2	P	57.7	P
USGS	01103010	2015-10-18 12:00	EDT	-0.78	P	-51	P	-0.26	P	14.4	P	57.9	P
USGS	01103010	2015-10-18 12:15	EDT	-0.78	P	66	P	0.33	P	14.5	P	58.0	P
USGS	01103010	2015-10-18 12:30	EDT	-0.80	P	81	P	0.41	P	14.6	P	58.1	P
USGS	01103010	2015-10-18 12:45	EDT	-0.79	P	110	P	0.55	P	14.7	P	58.2	P
USGS	01103010	2015-10-18 13:00	EDT	-0.79	P	-22	P	-0.11	P	14.9	P	58.4	P
USGS	01103010	2015-10-18 13:15	EDT	-0.79	P	-22	P	-0.11	P	14.9	P	58.4	P
USGS	01103010	2015-10-18 13:30	EDT	-0.79	P	-6.9	P	-0.03	P	14.9	P	58.5	P
USGS	01103010	2015-10-18 13:45	EDT	-0.78	P	22	P	0.11	P	14.9	P	58.5	P
USGS	01103010	2015-10-18 14:00	EDT	-0.79	P	-65	P	-0.33	P	14.9	P	58.6	P
USGS	01103010	2015-10-18 14:15	EDT	-0.79	P	-22	P	-0.11	P	14.8	P	58.6	P
USGS	01103010	2015-10-18 14:30	EDT	-0.79	P	22	P	0.11	P	14.9	P	58.6	P
USGS	01103010	2015-10-18 14:45	EDT	-0.79	P	-65	P	-0.33	P	14.9	P	58.6	P
USGS	01103010	2015-10-18 15:00	EDT	-0.79	P	110	P	0.55	P	14.8	P	58.5	P
USGS	01103010	2015-10-18 15:15	EDT	-0.78	P	37	P	0.19	P	14.8	P	58.4	P
USGS	01103010	2015-10-18 15:30	EDT	-0.78	P	22	P	0.11	P	14.8	P	58.4	P
USGS	01103010	2015-10-18 15:45	EDT	-0.78	P	22	P	0.11	P	14.8	P	58.3	P
USGS	01103010	2015-10-18 16:00	EDT	-0.78	P	-51	P	-0.26	P	14.8	P	58.3	P
USGS	01103010	2015-10-18 16:15	EDT	-0.77	P	-110	P	-0.55	P	14.6	P	58.2	P
USGS	01103010	2015-10-18 16:30	EDT	-0.76	P	-6.9	P	-0.03	P	14.6	P	58.1	P
USGS	01103010	2015-10-18 16:45	EDT	-0.76	P	-95	P	-0.48	P	14.6	P	58.1	P
USGS	01103010	2015-10-18 17:00	EDT	-0.76	P	7.8	P	0.04	P	14.6	P	58.0	P
USGS	01103010	2015-10-18 17:15	EDT	-0.76	P	-22	P	-0.11	P	14.6	P	58.0	P
USGS	01103010	2015-10-18 17:30	EDT	-0.75	P	-96	P	-0.48	P	14.5	P	57.9	P
USGS	01103010	2015-10-18 17:45	EDT	-0.75	P	-66	P	-0.33	P	14.5	P	57.9	P
USGS	01103010	2015-10-18 18:00	EDT	-0.74	P	-96	P	-0.48	P	14.5	P	57.8	P
USGS	01103010	2015-10-18 18:15	EDT	-0.75	P	37	P	0.19	P	14.4	P	57.8	P
USGS	01103010	2015-10-18 18:30	EDT	-0.74	P	67	P	0.33	P	14.4	P	57.7	P
USGS	01103010	2015-10-18 18:45	EDT	-0.74	P	-81	P	-0.40	P	14.4	P	57.5	P
USGS	01103010	2015-10-18 19:00	EDT	-0.74	P	-51	P	-0.26	P	14.3	P	57.4	P
USGS	01103010	2015-10-18 19:15	EDT	-0.74	P	-170	P	-0.84	P	14.2	P	57.4	P
USGS	01103010	2015-10-18 19:30	EDT	-0.74	P	-81	P	-0.40	P	14.2	P	57.3	P
USGS	01103010	2015-10-18 19:45	EDT	-0.74	P	-51	P	-0.26	P	14.1	P	57.3	P
USGS	01103010	2015-10-18 20:00	EDT	-0.74	P	-7.0	P	-0.03	P	14.1	P	57.2	P
USGS	01103010	2015-10-18 20:15	EDT	-0.74	P	37	P	0.19	P	14.0	P	57.1	P
USGS	01103010	2015-10-18 20:30	EDT	-0.74	P	-7.0	P	-0.03	P	13.9	P	56.9	P
USGS	01103010	2015-10-18 20:45	EDT	-0.74	P	67	P	0.33	P	13.9	P	56.9	P
USGS	01103010	2015-10-18 21:00	EDT	-0.74	P	-37	P	-0.18	P	13.9	P	56.9	P
USGS	01103010	2015-10-18 21:15	EDT	-0.74	P	-7.0	P	-0.03	P	13.8	P	56.8	P
USGS	01103010	2015-10-18 21:30	EDT	-0.74	P	37	P	0.19	P	13.8	P	56.7	P
USGS	01103010	2015-10-18 21:45	EDT	-0.75	P	7.8	P	0.04	P	13.8	P	56.6	P
USGS	01103010	2015-10-18 22:00	EDT	-0.75	P	-36	P	-0.18	P	13.7	P	56.5	P
USGS	01103010	2015-10-18 22:15	EDT	-0.75	P	-6.9	P	-0.03	P	13.6	P	56.5	P
USGS	01103010	2015-10-18 22:30	EDT	-0.74	P	111	P	0.55	P	13.6	P	56.4	P
USGS	01103010	2015-10-18 22:45	EDT	-0.75	P	82	P	0.41	P	13.6	P	56.3	P
USGS	01103010	2015-10-18 23:00	EDT	-0.75	P	-140	P	-0.70	P	13.6	P	56.3	P
USGS	01103010	2015-10-18 23:15	EDT	-0.75	P	-51	P	-0.26	P	13.5	P	56.2	P
USGS	01103010	2015-10-18 23:30	EDT	-0.76	P	81	P	0.41	P	13.4	P	56.1	P
USGS	01103010	2015-10-18 23:45	EDT	-0.76	P	7.8	P	0.04	P	13.4	P	56.1	P
USGS	01103010	2015-10-19 00:00	EDT	-0.77	P	-95	P	-0.48	P	13.3	P	56.0	P
USGS	01103010	2015-10-19 00:15	EDT	-0.78	P	81	P	0.41	P	13.2	P	55.9	P
USGS	01103010	2015-10-19 00:30	EDT	-0.78	P	-51	P	-0.26	P	13.2	P	55.8	P
USGS	01103010	2015-10-19 00:45	EDT	-0.79	P	-51	P	-0.26	P	13.2	P	55.7	P
USGS	01103010	2015-10-19 01:00	EDT	-0.79	P	-36	P	-0.18	P	13.1	P	55.6	P
USGS	01103010	2015-10-19 01:15	EDT	-0.80	P	-138	P	-0.70	P	13.2	P	55.4	P
USGS	01103010	2015-10-19 01:30	EDT	-0.80	P	22	P	0.11	P	13.2	P	55.4	P
USGS	01103010	2015-10-19 01:45	EDT	-0.79	P	-22	P	-0.11	P	13.2	P	55.5	P
USGS	01103010	2015-10-19 02:00	EDT	-0.80	P	-51	P	-0.26	P	13.1	P	55.6	P
USGS	01103010	2015-10-19 02:15	EDT	-0.80	P	7.7	P	0.04	P	13.1	P	55.5	P
USGS	01103010	2015-10-19 02:30	EDT	-0.80	P	37	P	0.19	P	13.1	P	55.5	P
USGS	01103010	2015-10-19 02:45	EDT	-0.80	P	-21	P	-0.11	P	13.2	P	55.4	P
USGS	01103010	2015-10-19 03:00	EDT	-0.79	P	-22	P	-0.11	P	13.1	P	55.4	P
USGS	01103010	2015-10-19 03:15	EDT	-0.80	P	-80	P	-0.40	P	13.1	P	55.3	P
USGS	01103010	2015-10-19 03:30	EDT	-0.79	P	183	P	0.92	P	13.1	P	55.3	P
USGS	01103010	2015-10-19 03:45	EDT	-0.79	P	66	P	0.33	P	13.1	P	55.3	P
USGS	01103010	2015-10-19 04:00	EDT	-0.79	P	-65	P	-0.33	P	13.1	P	55.4	P
USGS	01103010	2015-10-19 04:15	EDT	-0.78	P	-22	P	-0.11	P	13.1	P	55.3	P
USGS	01103010	2015-10-19 04:30	EDT	-0.78	P	-22	P	-0.11	P	13.1	P	55.3	P
USGS	01103010	2015-10-19 04:45	EDT	-0.78	P	52	P	0.26	P	13.1	P	55.2	P
USGS	01103010	2015-10-19 05:00	EDT	-0.78	P	-51	P	-0.26	P	13.0	P	55.1	P
USGS	01103010	2015-10-19 05:15	EDT	-0.78	P	-36	P	-0.18	P	12.9	P	55.0	P
USGS	01103010	2015-10-19 05:30	EDT	-0.78	P	-198	P	-0.99	P	12.8	P	54.8	P
USGS	01103010	2015-10-19 05:45	EDT	-0.78	P	7.8	P	0.04	P	12.8	P	54.7	P
USGS	01103010	2015-10-19 06:00	EDT	-0.77	P	7.8	P	0.04	P	12.7	P	54.6	P
USGS	01103010	2015-10-19 06:15	EDT	-0.77	P	-22	P	-0.11	P	12.6	P	54.4	P
USGS	01103010	2015-10-19 06:30	EDT	-0.77	P	-169	P	-0.84	P	12.6	P	54.4	P
USGS	01103010	2015-10-19 06:45	EDT	-0.77	P	-80	P	-0.40	P	12.5	P	54.3	P
USGS	01103010	2015-10-19 07:00	EDT	-0.76	P	-6.9	P	-0.03	P	12.5	P	54.1	P
USGS	01103010	2015-10-19 07:15	EDT	-0.76	P	7.8	P	0.04	P	12.4	P	54.1	P
USGS	01103010	2015-10-19 07:30	EDT	-0.77	P	52	P	0.26	P	12.4	P	54.1	P
USGS	01103010	2015-10-19 07:45	EDT	-0.77	P	-125	P	-0.62	P	12.4	P	53.9	P
USGS	01103010	2015-10-19 08:00	EDT	-0.76	P	-22	P	-0.11	P	12.4	P	53.9	P
USGS	01103010	2015-10-19 08:15	EDT	-0.76	P	52	P	0.26	P	12.2	P	53.8	P
USGS	01103010	2015-10-19 08:30	EDT	-0.77	P	-66	P	-0.33	P	12.1	P	53.8	P
USGS	01103010	2015-10-19 08:45	EDT	-0.77	P	-6.9	P	-0.03	P	12.0	P	53.7	P
USGS	01103010	2015-10-19 09:00	EDT	-0.77	P	-36	P	-0.18	P	12.3	P	53.9	P
USGS	01103010	2015-10-19 09:15	EDT	-0.77	P	-6.9	P	-0.03	P	12.1	P	53.7	P
USGS	01103010	2015-10-19 09:30	EDT	-0.78	P	22	P	0.11	P	12.0	P	53.6	P
USGS	01103010	2015-10-19 09:45	EDT	-0.78	P	-80	P	-0.40	P	12.1	P	53.7	P
USGS	01103010	2015-10-19 10:00	EDT	-0.79	P	-139	P	-0.70	P	12.1	P	53.8	P
USGS	01103010	2015-10-19 10:15	EDT	-0.80	P	-124	P	-0.62	P	12.2	P	54.0	P
USGS	01103010	2015-10-19 10:30	EDT	-0.80	P	-21	P	-0.11	P	12.5	P	54.4	P
USGS	01103010	2015-10-19 10:45	EDT	-0.81	P	37	P	0.19	P	12.6	P	54.8	P
USGS	01103010	2015-10-19 11:00	EDT	-0.82	P	-50	P	-0.26	P	12.9	P	55.1	P
USGS	01103010	2015-10-19 11:15	EDT	-0.82	P	7.7	P	0.04	P	13.1	P	55.5	P
USGS	01103010	2015-10-19 11:30	EDT	-0.82	P	7.7	P	0.04	P	13.2	P	55.8	P
USGS	01103010	2015-10-19 11:45	EDT	-0.83	P	-6.8	P	-0.03	P	13.3	P	56.1	P
USGS	01103010	2015-10-19 12:00	EDT	-0.84	P	7.7	P	0.04	P	13.5	P	56.3	P
USGS	01103010	2015-10-19 12:15	EDT	-0.84	P	-36	P	-0.18	P	13.6	P	56.5	P
USGS	01103010	2015-10-19 12:30	EDT	-0.84	P	37	P	0.19	P	13.7	P	56.7	P
USGS	01103010	2015-10-19 12:45	EDT	-0.85	P	22	P	0.11	P	13.9	P	56.8	P
USGS	01103010	2015-10-19 13:00	EDT	-0.85	P	22	P	0.11	P	14.0	P	56.9	P
USGS	01103010	2015-10-19 13:15	EDT	-0.84	P	37	P	0.19	P	14.1	P	57.0	P
USGS	01103010	2015-10-19 13:30	EDT	-0.85	P	-65	P	-0.33	P	14.2	P	57.2	P
USGS	01103010	2015-10-19 13:45	EDT	-0.85	P	7.6	P	0.04	P	14.4	P	57.4	P
USGS	01103010	2015-10-19 14:00	EDT	-0.84	P	51	P	0.26	P	14.4	P	57.5	P
USGS	01103010	2015-10-19 14:15	EDT	-0.84	P	-6.8	P	-0.03	P	14.5	P	57.5	P
USGS	01103010	2015-10-19 14:30	EDT	-0.83	P	-50	P	-0.26	P	14.4	P	57.5	P
USGS	01103010	2015-10-19 14:45	EDT	-0.84	P	-79	P	-0.40	P	14.4	P	57.6	P
USGS	01103010	2015-10-19 15:00	EDT	-0.84	P	-21	P	-0.11	P	14.4	P	57.7	P
USGS	01103010	2015-10-19 15:15	EDT	-0.84	P	-50	P	-0.26	P	14.4	P	57.7	P
USGS	01103010	2015-10-19 15:30	EDT	-0.83	P	-6.8	P	-0.03	P	14.5	P	57.8	P
USGS	01103010	2015-10-19 15:45	EDT	-0.82	P	-6.8	P	-0.03	P	14.4	P	57.8	P
USGS	01103010	2015-10-19 16:00	EDT	-0.83	P	7.7	P	0.04	P	14.4	P	57.8	P
USGS	01103010	2015-10-19 16:15	EDT	-0.82	P	-109	P	-0.55	P	14.4	P	57.8	P
USGS	01103010	2015-10-19 16:30	EDT	-0.82	P	37	P	0.19	P	14.4	P	57.7	P
USGS	01103010	2015-10-19 16:45	EDT	-0.82	P	-152	P	-0.77	P	14.4	P	57.7	P
USGS	01103010	2015-10-19 17:00	EDT	-0.81	P	-80	P	-0.40	P	14.4	P	57.6	P
USGS	01103010	2015-10-19 17:15	EDT	-0.81	P	-123	P	-0.62	P	14.3	P	57.6	P
USGS	01103010	2015-10-19 17:30	EDT	-0.80	P	-21	P	-0.11	P	14.3	P	57.5	P
