# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:07:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104430 HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104430
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    13   00020     00001     Temperature, air, degrees Celsius (Maximum)
#    13   00020     00002     Temperature, air, degrees Celsius (Minimum)
#    13   00020     00003     Temperature, air, degrees Celsius (Mean)
#    14   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd	13_00020_00001	13_00020_00001_cd	13_00020_00002	13_00020_00002_cd	13_00020_00003	13_00020_00003_cd	14_00045_00006	14_00045_00006_cd
USGS	01104430	2008-10-06	20	A	17.4	A	16.8	A	17.1	A	690	A	682	A	686	A	14.2	A	5.4	A	9.8	A	0.00	A
USGS	01104430	2008-10-07	20	A	17.0	A	16.2	A	16.6	A	690	A	682	A	686	A	17.8	A	3.2	A	9.4	A	0.00	A
USGS	01104430	2008-10-08	20	A	16.5	A	16.0	A	16.3	A	690	A	682	A	686	A	19.5	A	3.4	A	11.1	A	0.00	A
USGS	01104430	2008-10-09	20	A	16.4	A	15.8	A	16.1	A	688	A	677	A	684	A	22.5	A	13.2	A	16.4	A	0.06	A
USGS	01104430	2008-10-10	20	A	16.4	A	15.9	A	16.1	A	687	A	680	A	683	A	20.2	A	8.9	A	14.2	A	0.00	A
USGS	01104430	2008-10-11	20	A	16.7	A	16.1	A	16.3	A	687	A	683	A	685	A	19.2	A	6.2	A	12.3	A	0.00	A
USGS	01104430	2008-10-12	20	A	16.5	A	16.2	A	16.4	A	687	A	680	A	683	A	19.3	A	5.8	A	11.7	A	0.00	A
USGS	01104430	2008-10-13	20	A	16.7	A	16.2	A	16.4	A	688	A	678	A	684	A	17.6	A	8.1	A	12.8	A	0.00	A
USGS	01104430	2008-10-14	20	A	16.6	A	16.1	A	16.4	A	686	A	675	A	683	A	19.2	A	9.6	A	14.4	A	0.00	A
USGS	01104430	2008-10-15	33	A	16.6	A	15.8	A	16.3	A	690	A	675	A	684	A	18.4	A	11.2	A	14.6	A	0.00	A
USGS	01104430	2008-10-16	41	A	16.6	A	16.1	A	16.4	A	691	A	682	A	686	A	20.5	A	12.0	A	16.0	A	0.00	A
USGS	01104430	2008-10-17	40	A	16.5	A	15.8	A	16.2	A	691	A	684	A	687	A	14.3	A	7.1	A	10.6	A	0.00	A
USGS	01104430	2008-10-18	40	A	16.1	A	15.5	A	15.8	A	689	A	682	A	686	A	11.1	A	3.8	A	7.0	A	0.00	A
USGS	01104430	2008-10-19	39	A	15.6	A	14.5	A	15.0	A	684	A	677	A	680	A	9.0	A	3.4	A	5.9	A	0.00	A
USGS	01104430	2008-10-20	38	A	14.6	A	14.1	A	14.3	A	682	A	672	A	676	A	13.7	A	1.7	A	6.7	A	0.00	A
USGS	01104430	2008-10-21	38	A	14.3	A	13.8	A	14.1	A	680	A	670	A	675	A	15.4	A	2.9	A	8.6	A	0.05	A
USGS	01104430	2008-10-22	37	A	14.0	A	13.2	A	13.6	A	677	A	669	A	674	A	7.8	A	4.0	A	6.8	A	0.08	A
USGS	01104430	2008-10-23	37	A	13.3	A	12.8	A	13.0	A	675	A	667	A	672	A	9.1	A	-0.2	A	3.8	A	0.00	A
USGS	01104430	2008-10-24	38	A	13.0	A	12.4	A	12.7	A	673	A	668	A	671	A	16.3	A	-1.7	A	5.5	A	0.00	A
USGS	01104430	2008-10-25	39	A	12.5	A	12.3	A	12.4	A	675	A	665	A	669	A	18.9	A	4.8	A	12.1	A	0.05	A
USGS	01104430	2008-10-26	39	A	12.8	A	12.4	A	12.7	A	670	A	657	A	664	A	18.0	A	6.5	A	13.7	A	0.64	A
USGS	01104430	2008-10-27	39	A	13.4	A	12.4	A	12.8	A	666	A	652	A	660	A	18.6	A	4.7	A	10.7	A	0.00	A
USGS	01104430	2008-10-28	39	A	13.3	A	12.8	A	13.1	A	669	A	659	A	665	A	11.3	A	3.8	A	9.0	A	0.34	A
USGS	01104430	2008-10-29	37	A	12.8	A	11.9	A	12.4	A	666	A	658	A	663	A	7.5	A	1.2	A	4.8	A	0.00	A
USGS	01104430	2008-10-30	37	A	12.1	A	11.3	A	11.7	A	669	A	657	A	662	A	6.8	A	-2.0	A	2.1	A	0.00	A
USGS	01104430	2008-10-31	37	A	11.4	A	10.8	A	11.1	A	670	A	659	A	664	A	16.8	A	-2.8	A	6.5	A	0.00	A
USGS	01104430	2008-11-01	37	A	11.4	A	10.9	A	11.1	A	670	A	662	A	665	A	14.2	A	0.0	A	8.3	A	0.00	A
USGS	01104430	2008-11-02	37	A	11.1	A	10.6	A	10.9	A	668	A	663	A	665	A	6.6	A	-2.3	A	1.9	A	0.00	A
USGS	01104430	2008-11-03	28	A	10.7	A	10.3	A	10.5	A	671	A	660	A	666	A	11.0	A	-3.5	A	3.9	A	0.00	A
USGS	01104430	2008-11-04	22	A	10.4	A	10.1	A	10.2	A	673	A	664	A	668	A	18.2	A	2.5	A	9.6	A	0.00	A
USGS	01104430	2008-11-05	22	A	10.6	A	10.0	A	10.2	A	676	A	664	A	671	A	18.1	A	8.2	A	12.9	A	0.04	A
USGS	01104430	2008-11-06	22	A	11.3	A	10.6	A	11.0	A	676	A	670	A	673	A	14.1	A	12.7	A	13.4	A	0.69	A
USGS	01104430	2008-11-07	22	A	11.3	A	11.0	A	11.1	A	677	A	666	A	674	A	15.4	A	12.9	A	14.1	A	0.03	A
USGS	01104430	2008-11-08	22	A	11.1	A	10.8	A	11.0	A	680	A	670	A	675	A	16.6	A	13.5	A	14.8	A	0.04	A
USGS	01104430	2008-11-09	22	A	11.0	A	10.8	A	10.9	A	681	A	672	A	676	A	14.8	A	6.1	A	10.9	A	0.00	A
USGS	01104430	2008-11-10	22	A	11.1	A	10.6	A	10.9	A	679	A	671	A	675	A	10.6	A	-0.1	A	6.4	A	0.00	A
USGS	01104430	2008-11-11	21	A	10.6	A	10.3	A	10.5	A	679	A	671	A	676	A	8.7	A	-1.7	A	4.3	A	0.00	A
USGS	01104430	2008-11-12	16	A	10.4	A	10.0	A	10.2	A	680	A	671	A	677	A	8.1	A	-0.6	A	4.0	A	0.00	A
USGS	01104430	2008-11-13	11	A	10.2	A	9.8	A	10	A	681	A	674	A	678	A	9.2	A	-0.4	A	5.0	A	0.05	A
USGS	01104430	2008-11-14	11	A	10.2	A	9.8	A	10	A	682	A	673	A	678	A	15.1	A	8.4	A	11.8	A	0.08	A
USGS	01104430	2008-11-15	11	A	10.2	A	10.0	A	10.1	A	679	A	673	A	677	A	19.8	A	14.0	A	17.0	A	0.24	A
USGS	01104430	2008-11-16	11	A	10.5	A	10.1	A	10.3	A	680	A	673	A	675	A	19.7	A	4.4	A	10.7	A	0.18	A
USGS	01104430	2008-11-17	11	A	10.2	A	9.8	A	10.0	A	676	A	668	A	672	A	8.3	A	-1.9	A	3.2	A	0.00	A
USGS	01104430	2008-11-18	11	A	9.8	A	8.9	A	9.4	A	674	A	670	A	672	A	3.2	A	-3.4	A	-0.1	A	0.00	A
USGS	01104430	2008-11-19	11	A	8.9	A	8.0	A	8.5	A	674	A	666	A	669	A	-0.4	A	-6.5	A	-3.1	A	0.00	A
USGS	01104430	2008-11-20	11	A	8.1	A	7.4	A	7.8	A	671	A	663	A	667	A	1.0	A	-6.7	A	-3.2	A	0.00	A
USGS	01104430	2008-11-21	11	A	7.5	A	6.5	A	7.2	A	668	A	661	A	666	A	0.4	A	-7.8	A	-3.6	A	0.00	A
USGS	01104430	2008-11-22	11	A	6.5	A	5.6	A	6.1	A	668	A	663	A	666	A	-2.9	A	-7.1	A	-5.3	A	0.00	A
USGS	01104430	2008-11-23	10	A	5.7	A	5.1	A	5.4	A	667	A	663	A	665	A	-0.1	A	-7.6	A	-3.7	A	0.00	A
USGS	01104430	2008-11-24	10	A	5.2	A	4.9	A	5.1	A	664	A	656	A	660	A	5.9	A	-5.0	A	1.2	A	0.00	A
USGS	01104430	2008-11-25	11	A	5.3	A	4.9	A	5.1	A	662	A	650	A	656	A	11.2	A	2.8	A	7.6	A	2.06	A
USGS	01104430	2008-11-26	11	A	5.1	A	4.7	A	4.9	A	658	A	647	A	653	A	6.9	A	-2.5	A	1.3	A	0.00	A
USGS	01104430	2008-11-27	11	A	5.2	A	4.8	A	4.9	A	656	A	649	A	653	A	6.4	A	-2.8	A	1.4	A	0.00	A
USGS	01104430	2008-11-28	11	A	5.0	A	4.6	A	4.8	A	656	A	648	A	651	A	6.3	A	-3.0	A	0.5	A	0.19	A
USGS	01104430	2008-11-29	11	A	4.8	A	4.4	A	4.6	A	655	A	649	A	652	A	6.6	A	-3.4	A	0.4	A	0.00	A
USGS	01104430	2008-11-30	11	A	4.5	A	4.0	A	4.3	A	653	A	645	A	650	A	6.3	A	-5.1	A	0.3	A	0.88	A
USGS	01104430	2008-12-01	11	A	4.6	A	4.2	A	4.4	A	649	A	637	A	644	A	15.1	A	6.1	A	8.8	A	0.12	A
USGS	01104430	2008-12-02	11	A	4.7	A	4.3	A	4.5	A	650	A	643	A	647	A	8.7	A	-1.9	A	4.2	A	0.00	A
USGS	01104430	2008-12-03	11	A	4.5	A	4.2	A	4.4	A	650	A	638	A	646	A	7.0	A	-4.4	A	0.4	A	0.00	A
USGS	01104430	2008-12-04	11	A	4.4	A	4.2	A	4.3	A	648	A	640	A	644	A	12.1	A	0.4	A	6.3	A	0.00	A
USGS	01104430	2008-12-05	11	A	4.5	A	4.1	A	4.3	A	650	A	641	A	646	A	4.8	A	-4.9	A	0.9	A	0.00	A
USGS	01104430	2008-12-06	11	A	4.3	A	4.1	A	4.2	A	650	A	644	A	648	A	2.6	A	-7.6	A	-2.1	A	0.00	A
USGS	01104430	2008-12-07	11	A	4.2	A	3.4	A	3.9	A	652	A	645	A	648	A	1.2	A	-5.2	A	-0.8	A	0.01	A
USGS	01104430	2008-12-08	11	A	3.5	A	2.6	A	3.1	A	649	A	644	A	647	A	-5.2	A	-11.4	A	-8.5	A	0.00	A
USGS	01104430	2008-12-09	11	A	3.6	A	3.1	A	3.3	A	650	A	637	A	643	A	13.7	A	-11.5	A	1.0	A	0.01	A
USGS	01104430	2008-12-10	11	A	4.1	A	3.1	A	3.6	A	644	A	632	A	638	A	16.6	A	3.8	A	12.7	A	0.56	A
USGS	01104430	2008-12-11	11	A	4.0	A	3.4	A	3.7	A	637	A	620	A	632	A	3.8	A	1.0	A	1.7	A	1.38	A
USGS	01104430	2008-12-12	12	A	3.7	A	3.2	A	3.5	A	625	A	607	A	616	A	4.4	A	-2.0	A	1.6	A	2.32	A
USGS	01104430	2008-12-13	12	A	3.6	A	2.8	A	3.1	A	623	A	615	A	619	A	-1.3	A	-7.4	A	-4.0	A	0.00	A
USGS	01104430	2008-12-14	12	A	3.6	A	3.1	A	3.4	A	620	A	617	A	618	A	6.2	A	-8.3	A	-0.8	A	0.00	A
USGS	01104430	2008-12-15	12	A	3.8	A	3.3	A	3.6	A	620	A	614	A	617	A	17.4	A	6.1	A	13.0	A	0.00	A
USGS	01104430	2008-12-16	12	A	4.0	A	3.5	A	3.8	A	618	A	614	A	616	A	15.9	A	-2.8	A	3.6	A	0.09	A
USGS	01104430	2008-12-17	12	A	3.5	A	2.7	A	3.1	A	615	A	609	A	612	A	0.8	A	-3.4	A	-2.0	A	0.39	A:e
USGS	01104430	2008-12-18	12	A	3.6	A	3.2	A	3.4	A	615	A	611	A	613	A	2.6	A	-3.2	A	-1.1	A	0.00	A:e
USGS	01104430	2008-12-19	12	A	3.6	A	1.7	A	2.9	A	616	A	603	A	611	A	-2.3	A	-10.0	A	-4.0	A	0.51	A:e
USGS	01104430	2008-12-20	12	A	1.8	A	1.1	A	1.4	A	608	A	603	A	605	A	-8.3	A	-11.1	A	-9.6	A	0.02	A:e
USGS	01104430	2008-12-21	12	A	1.4	A	0.7	A	1.0	A	606	A	599	A	603	A	0.2	A	-9.4	A	-5.6	A	0.68	A:e
USGS	01104430	2008-12-22	12	A	1.0	A	0.7	A	0.8	A	605	A	600	A	602	A	-5.1	A	-10.3	A	-8.1	A	0.01	A:e
USGS	01104430	2008-12-23	12	A	1.0	A	0.6	A	0.8	A	609	A	602	A	605	A	-2.4	A	-16.2	A	-8.1	A	0.00	A:e
USGS	01104430	2008-12-24	12	A	1.1	A	0.7	A	0.9	A	608	A	603	A	606	A	11.2	A	-4.3	A	3.4	A	0.11	A:e
USGS	01104430	2008-12-25	12	A	1.1	A	0.7	A	0.9	A	614	A	603	A	608	A	12.2	A	-4.0	A	4.6	A	0.02	A:e
USGS	01104430	2008-12-26	12	A	1.2	A	0.9	A	1.1	A	611	A	605	A	608	A	1.2	A	-7.5	A	-2.4	A	0.00	A
USGS	01104430	2008-12-27	12	A	1.3	A	1.0	A	1.1	A	612	A	608	A	611	A	7.4	A	1.0	A	3.9	A	0.35	A
USGS	01104430	2008-12-28	12	A	1.6	A	1.2	A	1.4	A	609	A	601	A	605	A	15.7	A	5.4	A	11.4	A	0.00	A
USGS	01104430	2008-12-29	12	A	1.9	A	1.4	A	1.6	A	612	A	605	A	609	A	5.7	A	-1.6	A	2.9	A	0.00	A
USGS	01104430	2008-12-30	12	A	1.9	A	1.5	A	1.7	A	611	A	604	A	609	A	3.5	A	-3.2	A	1.0	A	0.01	A
USGS	01104430	2008-12-31	12	A	1.8	A	0.8	A	1.4	A	611	A	606	A	608	A	-3.2	A	-13.5	A	-6.9	A	0.00	A
USGS	01104430	2009-01-01	14	A	1.1	A	0.5	A	0.8	A	613	A	606	A	609	A	-7.9	A	-15.5	A	-11.7	A	0.07	A:e
USGS	01104430	2009-01-02	14	A	1.1	A	0.6	A	0.8	A	613	A	607	A	610	A	0.1	A	-12.9	A	-6.2	A	0.00	A
USGS	01104430	2009-01-03	21	A	1.0	A	0.6	A	0.8	A	616	A	608	A	611	A	0.7	A	-7.8	A	-2.3	A	0.00	A:e
USGS	01104430	2009-01-04	26	A	1.2	A	0.9	A	1.0	A	614	A	609	A	611	A	3.4	A	-6.7	A	-3.2	A	0.00	A:e
USGS	01104430	2009-01-05	26	A	1.3	A	1.1	A	1.2	A	613	A	609	A	611	A	3.4	A	-4.8	A	0.3	A	0.08	A:e
USGS	01104430	2009-01-06	25	A	1.5	A	1.3	A	1.4	A	614	A	609	A	612	A	1.3	A	-5.3	A	-1.7	A	0.00	A:e
USGS	01104430	2009-01-07	26	A	1.6	A	1.4	A	1.5	A	618	A	611	A	614	A	2.3	A	-2.6	A	-0.2	A	0.76	A:e
USGS	01104430	2009-01-08	26	A	1.7	A	1.5	A	1.6	A	619	A	613	A	616	A	3.9	A	-4.7	A	0.4	A	0.11	A:e
USGS	01104430	2009-01-09	26	A	1.8	A	1.6	A	1.7	A	623	A	616	A	621	A	-2.8	A	-7.3	A	-5.4	A	0.00	A
USGS	01104430	2009-01-10	25	A	1.9	A	1.7	A	1.8	A	629	A	621	A	625	A	-4.0	A	-11.2	A	-6.8	A	0.06	A:e
USGS	01104430	2009-01-11	25	A	2.0	A	1.8	A	1.9	A	631	A	626	A	629	A	-3.8	A	-6.8	A	-5.3	A	0.26	A:e
USGS	01104430	2009-01-12	25	A	2.0	A	1.9	A	1.9	A	634	A	627	A	630	A	-1.9	A	-12.7	A	-6.0	A	0.00	A
USGS	01104430	2009-01-13	34	A	2.1	A	1.8	A	2.0	A	638	A	633	A	635	A	1.3	A	-13.3	A	-4.1	A	0.00	A
USGS	01104430	2009-01-14	39	A	2.1	A	1.9	A	2.0	A	642	A	635	A	639	A	0.9	A	-11.2	A	-6.7	A	0.00	A
USGS	01104430	2009-01-15	39	A	2.1	A	1.9	A	2.0	A	652	A	641	A	647	A	-9.3	A	-18.0	A	-12.7	A	0.00	A:e
USGS	01104430	2009-01-16	39	A	2.1	A	1.9	A	2.0	A	660	A	650	A	655	A	-8.0	A	-19.7	A	-14.1	A	0.00	A
USGS	01104430	2009-01-17	39	A	2.1	A	2.0	A	2.1	A	663	A	656	A	660	A	-6.8	A	-19.5	A	-12.1	A	0.00	A
USGS	01104430	2009-01-18	39	A	2.2	A	1.9	A	2.1	A	670	A	661	A	666	A	-5.5	A	-9.9	A	-7.2	A	0.42	A:e
USGS	01104430	2009-01-19	39	A	2.2	A	2.0	A	2.1	A	674	A	669	A	671	A	1.3	A	-6.6	A	-3.4	A	0.15	A:e
USGS	01104430	2009-01-20	38	A	2.2	A	2.0	A	2.1	A	679	A	672	A	676	A	-1.8	A	-7.7	A	-3.7	A	0.00	A:e
USGS	01104430	2009-01-21	38	A	2.2	A	2.1	A	2.1	A	682	A	676	A	680	A	-3.6	A	-13.7	A	-7.6	A	0.00	A
USGS	01104430	2009-01-22	38	A	2.3	A	2.1	A	2.2	A	688	A	680	A	684	A	0.5	A	-11.3	A	-4.4	A	0.00	A:e
USGS	01104430	2009-01-23	38	A	2.2	A	2.1	A	2.2	A	695	A	682	A	690	A	4.7	A	-6.5	A	0.0	A	0.00	A:e
USGS	01104430	2009-01-24	38	A	2.3	A	2.1	A	2.2	A	699	A	691	A	694	A	4.4	A	-10.7	A	-1.2	A	0.00	A:e
USGS	01104430	2009-01-25	38	A	2.4	A	2.1	A	2.2	A	703	A	695	A	698	A	-4.2	A	-17.8	A	-10	A	0.00	A
USGS	01104430	2009-01-26	37	A	2.3	A	2.1	A	2.2	A	707	A	701	A	704	A	-3.1	A	-16.8	A	-10.9	A	0.04	A
USGS	01104430	2009-01-27	37	A	2.3	A	2.1	A	2.2	A	712	A	705	A	708	A	-2.6	A	-12.8	A	-7.4	A	0.00	A
USGS	01104430	2009-01-28	37	A	2.3	A	2.2	A	2.3	A	721	A	708	A	711	A	1.7	A	-7.9	A	-2.6	A	1.36	A:e
USGS	01104430	2009-01-29	37	A	2.3	A	2.2	A	2.3	A	718	A	712	A	715	A	1.4	A	-8.7	A	-1.9	A	0.00	A:e
USGS	01104430	2009-01-30	37	A	2.4	A	2.2	A	2.3	A	724	A	716	A	720	A	2.2	A	-12.5	A	-5.1	A	0.00	A:e
USGS	01104430	2009-01-31	37	A	2.5	A	2.2	A	2.4	A	727	A	721	A	724	A	-3.1	A	-8.6	A	-5.8	A	0.00	A:e
USGS	01104430	2009-02-01	37	A	2.5	A	2.3	A	2.4	A	731	A	723	A	726	A	7.4	A	-10.2	A	-2.5	A	0.00	A
USGS	01104430	2009-02-02	37	A	2.6	A	2.3	A	2.4	A	736	A	728	A	732	A	8.8	A	-5.6	A	1.4	A	0.00	A
USGS	01104430	2009-02-03	37	A	2.6	A	2.3	A	2.4	A	742	A	732	A	737	A	1.2	A	-5.3	A	-1.7	A	0.26	A:e
USGS	01104430	2009-02-04	36	A	2.6	A	2.3	A	2.5	A	748	A	738	A	744	A	-3.8	A	-11.6	A	-7.2	A	0.00	A:e
USGS	01104430	2009-02-05	36	A	2.6	A	2.3	A	2.5	A	756	A	745	A	751	A	-7.5	A	-14.5	A	-11.3	A	0.00	A
USGS	01104430	2009-02-06	36	A	2.6	A	2.3	A	2.5	A	765	A	754	A	759	A	-2.7	A	-19.4	A	-10.3	A	0.00	A:e
USGS	01104430	2009-02-07	36	A	2.6	A	2.4	A	2.5	A	768	A	760	A	765	A	6.4	A	-15.6	A	-2.5	A	0.00	A:e
USGS	01104430	2009-02-08	36	A	2.6	A	2.4	A	2.5	A	776	A	765	A	771	A	10.5	A	0.7	A	5.5	A	0.00	A
USGS	01104430	2009-02-09	36	A	2.7	A	2.4	A	2.5	A	782	A	773	A	777	A	3.9	A	-6.3	A	-1.1	A	0.00	A
USGS	01104430	2009-02-10	36	A	2.7	A	2.4	A	2.6	A	789	A	779	A	783	A	2.9	A	-7.0	A	-0.6	A	0.00	A
USGS	01104430	2009-02-11	36	A	2.7	A	2.5	A	2.6	A	794	A	785	A	790	A	14.2	A	-0.3	A	5.8	A	0.00	A
USGS	01104430	2009-02-12	36	A	2.8	A	2.5	A	2.7	A	801	A	789	A	795	A	11.0	A	4.0	A	7.0	A	0.19	A
USGS	01104430	2009-02-13	36	A	2.8	A	2.5	A	2.7	A	807	A	797	A	802	A	5.1	A	-3.2	A	0.3	A	0.00	A
USGS	01104430	2009-02-14	35	A	2.9	A	2.6	A	2.8	A	813	A	803	A	808	A	4.9	A	-5.3	A	-0.8	A	0.00	A
USGS	01104430	2009-02-15	35	A	2.9	A	2.7	A	2.8	A	817	A	804	A	811	A	3.7	A	-3.6	A	-0.3	A	0.00	A
USGS	01104430	2009-02-16	35	A	3.0	A	2.8	A	2.9	A	822	A	812	A	817	A	2.4	A	-5.1	A	-1.7	A	0.00	A
USGS	01104430	2009-02-17	35	A	3.2	A	2.8	A	2.9	A	828	A	818	A	822	A	1.6	A	-6.2	A	-2.8	A	0.00	A
USGS	01104430	2009-02-18	22	A	3.3	A	2.9	A	3.1	A	894	A	822	A	859	A	5.1	A	-8.0	A	-1.3	A	0.40	A:e
USGS	01104430	2009-02-19	11	A	3.4	A	3.0	A	3.2	A	897	A	885	A	891	A	7.6	A	-3.4	A	2.8	A	0.09	A:e
USGS	01104430	2009-02-20	11	A	3.3	A	3.1	A	3.2	A	900	A	891	A	895	A	-1.8	A	-6.1	A	-3.6	A	0.00	A
USGS	01104430	2009-02-21	11	A	3.4	A	3.1	A	3.3	A	903	A	894	A	899	A	3.3	A	-4.8	A	-1.5	A	0.00	A
USGS	01104430	2009-02-22	11	A	3.4	A	3.2	A	3.3	A	908	A	894	A	902	A	6.0	A	-4.6	A	0.9	A	0.86	A:e
USGS	01104430	2009-02-23	11	A	3.6	A	3.2	A	3.3	A	911	A	896	A	903	A	0.1	A	-5.9	A	-2.3	A	0.00	A:e
USGS	01104430	2009-02-24	11	A	3.5	A	3.3	A	3.4	A	918	A	905	A	911	A	1.4	A	-7.8	A	-3.4	A	0.00	A
USGS	01104430	2009-02-25	11	A	3.6	A	3.4	A	3.5	A	921	A	914	A	917	A	3.1	A	-8.1	A	-3.1	A	0.00	A
USGS	01104430	2009-02-26	11	A	3.6	A	3.5	A	3.5	A	922	A	915	A	919	A	8.1	A	-5.1	A	1.1	A	0.00	A
USGS	01104430	2009-02-27	11	A	3.7	A	3.5	A	3.6	A	926	A	920	A	923	A	15.7	A	-1.6	A	8.3	A	0.11	A
USGS	01104430	2009-02-28	11	A	3.8	A	3.6	A	3.7	A	928	A	922	A	926	A	10.2	A	-1.8	A	3.1	A	0.05	A
USGS	01104430	2009-03-01	11	A	3.8	A	3.6	A	3.7	A	933	A	926	A	929	A	-1.7	A	-6.3	A	-4.6	A	0.08	A:e
USGS	01104430	2009-03-02	11	A	3.8	A	3.6	A	3.7	A	933	A	928	A	930	A	-4.3	A	-8.3	A	-5.7	A	0.70	A:e
USGS	01104430	2009-03-03	11	A	3.9	A	3.6	A	3.7	A	934	A	926	A	930	A	-3.7	A	-10.5	A	-7.4	A	0.00	A:e
USGS	01104430	2009-03-04	11	A	3.9	A	3.7	A	3.8	A	940	A	930	A	935	A	-0.4	A	-15.5	A	-7.1	A	0.00	A:e
USGS	01104430	2009-03-05	11	A	4.0	A	3.8	A	3.9	A	943	A	935	A	938	A	4.8	A	-13.2	A	-2.7	A	0.00	A:e
USGS	01104430	2009-03-06	12	A	4.0	A	3.8	A	3.9	A	945	A	937	A	941	A	11.5	A	-0.9	A	6.2	A	0.00	A
USGS	01104430	2009-03-07	12	A	4.1	A	3.8	A	3.9	A	950	A	942	A	946	A	15.9	A	2.9	A	9.0	A	0.10	A
USGS	01104430	2009-03-08	12	A	4.1	A	3.9	A	3.9	A	952	A	945	A	948	A	14.1	A	5.8	A	9.6	A	0.00	A
USGS	01104430	2009-03-09	12	A	4.0	A	3.9	A	4.0	A	949	A	944	A	947	A	6.8	A	-0.5	A	1.3	A	0.67	A:e
USGS	01104430	2009-03-10	12	A	4.2	A	3.9	A	4.0	A	953	A	946	A	949	A	6.4	A	-4.2	A	1.6	A	0.00	A:e
USGS	01104430	2009-03-11	12	A	4.1	A	3.9	A	4.0	A	955	A	947	A	952	A	11.6	A	1.7	A	6.3	A	0.22	A
USGS	01104430	2009-03-12	12	A	4.4	A	4.0	A	4.1	A	959	A	941	A	950	A	5.9	A	-2.5	A	0.9	A	0.00	A
USGS	01104430	2009-03-13	12	A	4.3	A	4.1	A	4.2	A	948	A	938	A	942	A	2.7	A	-6.1	A	-2.0	A	0.00	A
USGS	01104430	2009-03-14	12	A	4.4	A	4.2	A	4.3	A	948	A	936	A	943	A	10.8	A	-5.4	A	2.4	A	0.00	A
USGS	01104430	2009-03-15	12	A	4.5	A	4.3	A	4.4	A	951	A	932	A	944	A	15.2	A	-3.4	A	5.1	A	0.00	A
USGS	01104430	2009-03-16	12	A	4.6	A	4.4	A	4.5	A	960	A	929	A	945	A	4.3	A	-1.8	A	1.7	A	0.00	A
USGS	01104430	2009-03-17	12	A	4.6	A	4.4	A	4.5	A	974	A	916	A	940	A	9.1	A	-2.8	A	2.5	A	0.00	A
USGS	01104430	2009-03-18	12	A	4.6	A	4.1	A	4.4	A	1000	A	903	A	954	A	15.6	A	-1.8	A	7.7	A	0.00	A
USGS	01104430	2009-03-19	12	A	4.9	A	4.4	A	4.7	A	962	A	845	A	907	A	8.4	A	1.9	A	5.9	A	0.03	A
USGS	01104430	2009-03-20	12	A	5.7	A	4.5	A	5.0	A	866	A	748	A	782	A	4.5	A	-4.2	A	1.1	A	0.00	A
USGS	01104430	2009-03-21	12	A	6.1	A	5.0	A	5.5	A	804	A	756	A	766	A	7.4	A	-5.8	A	0.6	A	0.00	A
USGS	01104430	2009-03-22	12	A	6.3	A	5.4	A	5.7	A	783	A	759	A	772	A	9.9	A	-2.4	A	3.0	A	0.00	A
USGS	01104430	2009-03-23	12	A	5.9	A	5.0	A	5.4	A	769	A	759	A	765	A	-0.6	A	-5.7	A	-2.7	A	0.00	A
USGS	01104430	2009-03-24	12	A	5.8	A	4.5	A	5.2	A	769	A	762	A	765	A	6.4	A	-5.9	A	0.9	A	0.00	A
USGS	01104430	2009-03-25	5.5	A	6.7	A	4.9	A	5.6	A	769	A	758	A	764	A	11.3	A	-4.7	A	3.4	A	0.00	A
USGS	01104430	2009-03-26	1.1	A	6.5	A	5.2	A	5.7	A	770	A	761	A	766	A	12.6	A	-4.1	A	4.2	A	0.19	A
